Title,Abstract,Authors,Publication Year,url,Summary
Herbal preparations for uterine fibroids.,"Uterine fibroids are the most common non-malignant growths in women of childbearing age. They are associated with heavy menstrual bleeding and subfertility. Herbal preparations are commonly used as alternatives to surgical procedures. To evaluate the effectiveness and safety of Chinese herbal medicine for treatment of uterine fibroids. The authors with the guidance of the Trials Search Coordinator searched the following electronic databases: the Trials Registers of the Cochrane Menstrual Disorders and Subfertility Group and the Cochrane Complementary Medicine Field, the Cochrane Central Register of Controlled Trials (CENTRAL) (The Cochrane Library 2012, Issue 4), MEDLINE, EMBASE, the Chinese Biomedical Database, the Traditional Chinese Medical Literature Analysis and Retrieval System (TCMLARS), AMED, and LILACS. The searches were up to 11 September 2012. Randomised controlled trials comparing herbal preparations with no intervention, placebo, medical treatment, or surgical procedures in women with uterine fibroids. We included trials of herbal preparations with or without conventional therapy. Two review authors collected data independently. We assessed trial risk of bias according to our methodological criteria. We presented dichotomous data as risk ratios (RR) and continuous outcomes as mean differences (MD), both with 95% confidence intervals (CI). We included 21 randomised trials (involving 2222 women) and the majority of them had unclear or high risk of bias. There were several different herbal preparations used within the included trials. The average treatment duration was three to six months. The primary outcome of uterine fibroid related symptoms was not reported in any of the included trials. The majority of the trials reported fibroid volume and size of the uterus.Compared with mifepristone, Tripterygium wilfordii extract was associated with a greater reduction in the fibroid volume (MD -23.03 cm(3), 95% CI -28.39 to -17.67; 2 trials) and in uterine size (MD -51.25 cm(3), 95% CI -77.70 to -24.80; 2 trials). There was no evidence of a significant difference between Nona Roguy herbal product and gonadotropin-releasing hormone (GnRH) agonist on the average fibroid volume or the uterine size. The combination of Guizhi Fuling formula and mifepristone was associated with a greater reduction in the fibroid volume (-1.72 [-2.42, -1.02] 7 trials) and in uterine size (MD -31.63 [95% CI -54.58, -8.68] 3 trials)) compared with mifepristone alone. Only 13/21 trials reported on adverse events and no serious adverse effects from herbal preparations were reported. Current evidence does not support or refute the use of herbal preparations for treatment of uterine fibroids due to insufficient studies with large sample sizes and of high quality. Further high quality trials evaluating clinically relevant outcomes are warranted.",['Liu JP; Yang H; Xia Y; Cardini F'],2013,https://pubmed.ncbi.nlm.nih.gov/23633329,uterine fibroids are the most common non-malignant growths in women of childbearing age. they are associated with heavy menstrual bleeding and subfertility. herbal preparations are commonly used as alternatives to surgical procedures.
[Analysis of management efficacy in patients with heavy menstrual bleeding associated with antithrombotic therapy].,"<b>Objective:</b> To evaluate different methods' efficacy of controlling acute bleeding and managing long-term menstruation in patients with heavy menstrual bleeding (HMB) associated with antithrombotic therapy. <b>Methods:</b> The clinical data of 22 cases with HMB associated with antithrombotic therapy admitted to Peking University People's Hospital from January 2010 to August 2022 were analyzed, aged 39 years old (26-46 years). Changes in menstrual volume, hemoglobin (Hb), and quality of life were collected after control of acute bleeding and long-term menstrual management. Menstrual volume was assessed by pictorial blood assessment chart (PBAC), and quality of life was assessed by menorrhagia multi-attribute scale (MMAS). <b>Results:</b> (1) Treatment of acute bleeding: of the 22 cases with HMB associated with antithrombotic therapy, 16 cases were treated in our hospital and 6 in other hospital for emergency bleeding; of the 16 cases treated in our hospital, 3 underwent emergency intrauterine Foley catheter balloon compression due to severe bleeding (Hb decreased by 20 to 40 g/L within 12 hours). Of the 22 cases with antithrombotic therapy-related HMB, 15 (including 2 cases with severe bleeding) underwent emergency aspiration or endometrial resection, and intraoperative placement of levonorgestrel-releasing intrauterine system (LNG-IUS) followed by a significant reduction in bleeding volume; 3 cases had controlled acute bleeding after rivaroxaban dose reduction and continued observation; 2 cases were given gonadotropin-releasing hormone agonists to control acute bleeding in other hospital, of which 1 case was temporarily treated with periodic blood transfusion, and the other one patient underwent total hysterectomy; and 2 cases had temporary amenorrhea with oral mifepristone after intrauterine balloon compression or oral norethindrone. (2) Long-term menstrual management: of the 22 cases with antithrombotic therapy-related HMB, 15 had LNG-IUS placement and 12 had LNG-IUS placement for 6 months, and menstrual volume was significantly reduced [PBAC scores were 365.0 (272.5-460.0) vs 25.0 (12.5-37.5), respectively; <i>Z</i>=4.593, <i>P</i><0.001], Hb was significantly increased [91.5 g/L (71.8-108.2 g/L) vs 128.5 g/L (121.2-142.5 g/L); <i>Z</i>=4.695, <i>P</i><0.001], and quality of life was significantly improved [MMAS scores were 415.0 (327.5-472.5) vs 580.0 (570.0-580.0), respectively; <i>Z</i>=-3.062, <i>P</i>=0.002] before placement compared with 6 months after placement. Three rivaroxaban dose reduction patients' PBAC scores decreased by 20 to 35 but remained >100, and perceived quality of life did not change significantly. Two cases with temporary amenorrhea treated with oral mifepristone felt significantly improved quality of life, and the MMAS scores increased by 220 and 180, respectively. <b>Conclusion:</b> Intrauterine Foley catheter balloon compression, aspiration or endometrial ablation could be used to control acute bleeding in patients with antithrombotic therapy-related HMB, and LNG-IUS for long-term management could reduce menstrual volume, increase hemoglobin, and improve the quality of life of patients.",['Jiang XL; Yan X; Su HN; Liu YH; Han RX; Song ZY; Sun XW; Su DH; Yang X'],2023,https://pubmed.ncbi.nlm.nih.gov/37072297,"22 cases with HMB associated with antithrombotic therapy admitted to peking university people's hospital from January 2010 to august 2022 were analyzed. changes in menstrual volume, hemoglobin (Hb) and quality of life were collected after control of acute bleeding and long-term menstrual management."
The potential impact of COVID-19 on women's reproductive and mental health: a questionnaire study.,"The pandemic has transformed the social and economic certainties of people's lives imposing stay-at-home necessities which began in mid-March 2020. This cross-sectional observational study was performed to study the impact of COVID-19 on the reproductive and mental health of women before and after the pandemic. A digital survey form of 50 questions was developed using the Google platform andshared over 4 weeks in August 2021. Paired <i>t</i>-test was used to compare the variables before and after the COVID-19. Of the 450 respondents, 443(98.44%) completed the questionnaire. There was a significant difference in the average duration of menstruation and the proportion of women with a cycle length of 35-45 days increased from 5 to 8% of women after the pandemic. Painful periods (28.5 to 59.5%, <i>p</i> = .002) and weight increased (39.2%, <i>p</i> < .001) after the pandemic. Stress also increased after the pandemic (<i>p</i> < .001). The pandemic has significantly impacted the reproductive and mental health of women. The long-term health significances of this are yet to be determined.Impact Statement<b>What is already known on this subject?</b> The pandemic has transformed the social and economic certainties of people's lives, mainly women. Women's health significantly mental health is affected by the lack of adequate domestic and emotional support which may further consequences like the risk of anxiety and depression.<b>What do the results of this study add?</b> Our study shows the effect of COVID-19 on women's reproductive and mental health before and after the pandemic. Inadvertent forfeits women's health and well-being and instabilities in reproductive function as raised pressure causes irregularities in the menstrual cycle.<b>What are the implications of these findings for clinical practice and/or further research?</b> Women have suffered from significant mental and reproductive problems during the first and second waves of the COVID-19 pandemic. But, the long-term effects of these are not unknown. Upcoming work should comprise study throughout the pandemic and the long-term impact on women's health.",['Tripathy S; A P; R SK; M A; Mohapatra S'],2022,https://pubmed.ncbi.nlm.nih.gov/36151782,pandemic has transformed the social and economic certainties of people's lives. pandemic has transformed the social and economic certainties of people's lives.
The association of COVID-19 vaccination and menstrual health: A period-tracking app-based cohort study.,"In initial COVID-19 clinical trials, menstrual health was not formally monitored, yet anecdotal reports of menstruation changes surfaced on social media. This study aims to assess the association between COVID-19 vaccines and menstruation using Clue, a period-tracking application. A survey assessing demographics, menstrual health, stress levels, and COVID-19 vaccination was sent to Clue users between 12/7/2021 and 2/9/2022. Inclusion criteria were (1) 18 years or older (2) currently menstruating (3) not pregnant or breastfeeding since 1/2020. Menstrual data was collected for each participant. Users with cycle lengths more than 90 days were excluded. Cycle lengths were calculated for the 6-month average pre-vaccination (PRIOR), the cycle during which vaccination was administered (DURING), the cycle following DURING (AFTER1), and the cycle following AFTER1 (AFTER2). For periods, individuals were stratified based on whether vaccination was received during their menstrual period (DURING). Period lengths were additionally calculated for the 6-month average pre-vaccination (PRIOR), the first period following vaccination (AFTER1), and the period following AFTER1 (AFTER2). For unvaccinated participants, an index date (4/1/2022) was used to similarly designate menstrual cycles and periods. For each participant, cycle length changes for DURING, AFTER1, and AFTER2 compared to PRIOR were determined. Student's <i>t</i>-test compared the mean of these changes between vaccinated and unvaccinated groups. Of 7,559 participants, 6,897 (91 %) were vaccinated. Compared to PRIOR, individuals vaccinated during their menstrual period demonstrated a statistically significant increase in the DURING period length, but not AFTER1 (p = 0.463) and AFTER2 (p = 0.692). No statistically significant changes were observed in period lengths of those vaccinated in between periods or in cycle lengths overall. A small but statistically significant change in period length was observed only in individuals vaccinated for COVID-19 during their menstrual period. Providers can better counsel menstruating individuals to reduce vaccine misinformation.",['Ramaiyer M; El Sabeh M; Zhu J; Shea A; Segev D; Yenokyan G; Borahay MA'],2024,https://pubmed.ncbi.nlm.nih.gov/38832342,"menstrual health was not formally monitored, yet anecdotal reports of menstruation changes surfaced on social media. a period-tracking app was sent to users between 12/7/2021 and 2/9/2022. users with cycle lengths more than 90 days excluded."
"Eyes, menstruation and endometriosis.","Vicarious menstruation refers to cyclical bleeding outside the uterine cavity during the menstrual cycle. Haemolacria, or blood in tears, is a rare medical phenomenon that can occur with menstruation or in association with endometriosis. Endometriosis, defined by the presence of endometrial-like tissue in extra-uterine sites, affects around 10% of fertile women; the ocular system is one of the rarest sites it can be present in. Endometriosis usually requires a biopsy for diagnosis, and the anatomic difficulty of obtaining a biopsy of the ocular system makes ocular endometriosis diagnosis more obscure. However, few cases have been described in the literature and due to the psychological, physical, and social implications of haemolacria on the patient, treatment is of utmost importance. We reviewed the literature on ocular endometriosis and ocular vicarious menstruation with the aim to discuss the clinical presentation, necessary workup and various treatment modalities, while also shedding light on the connection between the eyes and endometriosis in general. It is hypothesised that uterine endometrial cells can travel lymphatically or haematogenously and deposit extra-uterine endometriotic lesions that bleed in response to hormonal changes in the menstrual cycle. Additionally, the conjunctival vasculature has been found to be responsive to hormonal changes due to the presence of oestrogen and progesterone receptors, causing bleeding at the corresponding sites, even without endometriotic lesions. Clinical correlation of the haemolacria with the menstrual cycle can suffice for a diagnosis of vicarious menstruation, and thus opens the possibility of treatment to provide symptomatic treatment for the patient.",['Rahman S; Youssef Y; Maroun G; Inaty D; Kheil MH; Moawad G'],2023,https://pubmed.ncbi.nlm.nih.gov/37436046,ocular endometriosis is a rare medical phenomenon that can occur with menstruation or in association with endometriosis. ocular endometriosis affects around 10% of fertile women. the ocular system is one of the rarest sites it can be present in.
Clinical characteristics of female long COVID patients with menstrual symptoms: a retrospective study from a Japanese outpatient clinic.,"To elucidate the impact of long COVID on menstruation and mental health, medical records of patients with long COVID were evaluated. Symptoms of long COVID, QOL, mental health, and related endocrine data were compared between two groups with and without menstrual disturbances. Of 349 female patients who visited our clinic between February 2021 and March 2023, 223 patients with long COVID (aged 18-50 years) were included. Forty-four (19.7%) of the patients had menstrual symptoms associated with long COVID. The patients with menstrual symptoms were older than those without menstrual symptoms (42.5 <i>vs.</i> 38 years). The percentage of patients with menstrual symptoms was higher during the Omicron phase (24%) than during the Preceding (13%) and Delta (12%) phases. Cycle irregularity was the most frequent (in 63.6% of the patients), followed by severe pain (25%), heavy bleeding (20.5%), perimenopausal symptoms (18.2%), and premenstrual syndrome (15.9%). Fatigue and depression were the most frequent complications. Scores for fatigue and for QOL were significantly worse in long COVID patients with menstrual symptoms. Results of endocrine examinations showed significantly increased cortisol levels in patients with menstrual complaints. Long COVID has an impact on menstrual conditions and on QOL related to menstrual conditions.",['Sakurada Y; Matsuda Y; Motohashi K; Hasegawa T; Otsuka Y; Nakano Y; Tokumasu K; Yamamoto K; Sunada N; Honda H; Hagiya H; Ueda K; Otsuka F'],2024,https://pubmed.ncbi.nlm.nih.gov/38270210,a retrospective study from a japanese outpatient clinic examined the impact of long COVID on menstruation and mental health. the study was based on the clinical characteristics of female long COVID patients with menstrual symptoms. the study was compared between two groups with and without menstrual disturbances.
The effects of female sex hormones on the human cornea across a woman's life cycle.,"The cornea is a hormone-responsive tissue that responds to changing levels of female sex hormones. This review focuses on the structural and functional changes in the human cornea associated with the hormonal milestones of menarche, pregnancy, and menopause, as well as consequences stemming from the use of exogenous sex hormones for fertility control and replacement. Articles were identified by searching PubMed without language or region restrictions. The primary outcomes evaluated were changes in central corneal thickness (CCT), intraocular pressure (IOP), and quality of the ocular tear film. The potential impact of hormone-associated changes on the diagnosis and surgical management of common eye diseases, as well as the potential use of sex hormones as therapeutic agents is also considered. Understanding the physiological effects of female sex hormones on the cornea is important because that knowledge can shape the management decisions physicians and women face about ocular health across their life stages.",['Kelly DS; Sabharwal S; Ramsey DJ; Morkin MI'],2023,https://pubmed.ncbi.nlm.nih.gov/37587412,the cornea is a hormone-responsive tissue that responds to changing levels of female sex hormones. the results of this review are based on the structural and functional changes in the human cornea.
Curative effects of two new endometrial ablation procedures using radiofrequency thermocoagulation for the treatment of severe abnormal uterine bleeding.,"Severe Abnormal Uterine Bleeding (SAUB) is a common gynecological disorder. The clinical characteristics include disordered menstrual cycle and massive bleeding that can cause anemia or secondary infection. Current treatment mainly relies on drug therapy or surgical removal of the uterus, each having its significant disadvantages. How to preserve the uterus, reduce the pain from surgery, and achieve better treatment effects have been well known but remaining as unresolved issues. This study aims at evaluating two types of radiofrequency (RF) thermocoagulation procedures for the treatment of SAUB: the RF-A procedure group included 25 SAUB patients ≥45 years of age treated for amenorrhea; the RF-B procedure group included 51 patients at <45 years of age treated for the control of excessive bleeding. Post-treatment ratings of menstrual satisfaction and pre-/post-treatment menstrual scores-pictorial blood loss assessment chart (PBAC)-and hemoglobin levels were collected; and the mean length of follow-up was 72 months. Also, 38 SAUB patients treated with standard drug regimens served as a control group. The results of the study showed that following RF treatment, the average long-term patient menstrual satisfaction was greater than 92 %. In both the RF groups, PBAC scores and hemoglobin levels were significantly improved from baseline (p < .05). Compared with the control group, PBAC scores and hemoglobin levels were also significantly better for the RF groups at 6-24-month post-operation. Patients experienced no hysterectomy in association with the RF procedures. In conclusion, this pilot study suggests that the novel RF procedures are both safe and effective in treating patients with SAUB. Further investigation is necessary to evaluate their application in broader clinical indication.",['Yin G; Li J; Zhu T; Chen M'],2013,https://pubmed.ncbi.nlm.nih.gov/23325308,RF-A procedure group included 25 patients 45 years of age treated for amenorrhea. RF-B procedure group included 51 patients at 45 years of age treated for the control of excessive bleeding.
Vaginal microbiome differences between patients with adenomyosis with different menstrual cycles and healthy controls.,"Adenomyosis is a commonly observed benign gynecological disease that affects the quality of life and social psychology of women of childbearing age. However, because of the unknown etiology and incidence of adenomyosis, its pathophysiological mechanism remains unclear; further, because no noninvasive, accurate, and individualized diagnostic methods are available, treatment and efficacy evaluations are limited. Notably, the interaction between the changes in the microecological environment of the female reproductive tract and human immunity, endocrine, and other links leads to the occurrence and development of diseases. In addition, the vaginal microbiome differs in different menstrual cycles; therefore, assessing the differences between the microbiomes of patients with adenomyosis and healthy individuals in different menstrual cycles will improve the understanding of the disease and provide references for the search for noninvasive diagnosis and individualized precision treatment of adenomyosis. This study aimed to explored the data of individuals in different menstrual cycles. Differences in the vaginal microbiome between patients with adenomyosis and healthy individuals were observed. At phylum level, the relative abundance of Firmicutes in the adenomyosis group was higher than that in the control group, which contributed the most to the species difference between the two groups. At the genus level, Lactobacillus was the most dominant in both groups, Alpha-diversity analysis showed significant differences in the adenomyosis and control group during luteal phase (Shannon index, p = 0.0087; Simpson index, p = 0.0056). Beta-diversity index was significantly different between the two groups (p = 0.018). However, based on Weighted Unifrac analysis, significant differences were only observed throughout the luteal phase (p = 0.0146). Within the adenomyosis group, differences between women with different menstrual cycles were also observed. Finally, 50 possible biomarkers including were screened and predicted based on the random forest analyse. The vaginal microbiome of patients with adenomyosis and healthy individuals differed during menstrual periods, especially during the luteal phase. These findings facilitate the search for specific biological markers within a limited range and provide a more accurate, objective, and individualized diagnostic and therapeutic evaluation method for patients with adenomyosis, compared to what is currently available.",['Pan Z; Dai J; Zhang P; Ren Q; Wang X; Yan S; Sun H; Jiao X; Yuan M; Wang G'],2024,https://pubmed.ncbi.nlm.nih.gov/39068412,vaginal microbiome differences between patients with adenomyosis and healthy controls. differences in vaginal microbiome between patients with different menstrual cycles and healthy controls.
Preparing for Puberty in Girls With Special Needs: A Cohort Study of Caregiver Concerns and Patient Outcomes.,"To characterize the patient population with cognitive or physical impairments that presents for anticipatory guidance of puberty, evaluate caregiver concerns with respect to puberty, and describe chosen management strategies and outcomes following menarche. Retrospective cohort study SETTING: Academic tertiary care women and children's hospital PARTICIPANTS: Eligible female patients with special needs up to age 26 years presenting for anticipatory guidance from 2009 to 2018 MAIN OUTCOME MEASURES: Primary outcomes included characterization of patients presenting for anticipatory guidance and their reasons for menstrual management. Secondary outcomes were satisfaction with menstrual management and bleeding patterns. A total of 61 patients presented for anticipatory guidance of puberty, on average 13.5 months prior to menarche. Compared to the overall adolescent population with special needs who presented for gynecologic care, patients who had autism spectrum disorder (ASD), were nonverbal, or had attention-deficit/hyperactivity disorder (ADD/ADHD) were more likely to present for a pre-menarchal visit to discuss anticipated pubertal development (P < .001, P = .009, and P = .04, respectively). More than half of families described potential behavioral changes as their main concern. The majority of post-menarchal patients (80%) desired hormonal management of menses, including 30% of patients who had placement of a levonorgestrel intrauterine device. In all, 96% of patients were satisfied with their final menstrual bleeding pattern; 50% achieved amenorrhea or light spotting. This study describes the important role of pre-menarchal reproductive counseling for girls with disabilities. Anticipation of puberty causes great anxiety in families and patients, especially those with ASD, ADD/ADHD, and non-verbal status. Providers should consider initiating these conversations early in pubertal development.",['Fei YF; Ernst SD; Dendrinos ML; Quint EH'],2021,https://pubmed.ncbi.nlm.nih.gov/33838332,"61 patients presented for anticipatory guidance of puberty, on average 13.5 months prior to menarche. a total of 61 patients presented for anticipatory guidance of puberty, on average 13.5 months prior to menarche. more than half of families described potential behavioral changes as their main concern."
"Assessing the Pregnancy Protective Impact of Scheduled Nonadherence to a Novel Progestin-Only Pill: Protocol for a Prospective, Multicenter, Randomized, Crossover Study.","Progestin-only contraceptive pills (POP) are commonly reserved for women with medical comorbidities but in actuality, POPs can be safely used by anyone wanting to prevent pregnancy. This wide safety profile makes them an ideal candidate for being available over the counter without a prescription, but adherence issues may be more common with over-the-counter use. We need a better understanding of the ability of POPs to prevent pregnancy when adherence issues occur in the form of a missed or delayed pill. This study aims to determine cervical mucus characteristics following a 6-hour delayed pill intake or after one missed pill as compared to typical daily use of norgestrel 75 mcg. This prospective, multicenter, randomized, crossover study assesses the effect of norgestrel 75 mcg (Opill) on cervical mucus and ovarian activity during reported compliant daily use, after a 6-hour delayed intake mid cycle, and after a mid-cycle missed pill. Subject participation will last approximately 4.5 months. We will recruit at 2 US sites: Oregon Health & Science University, Portland, Oregon and University of California Davis Health, Sacramento, California. Reproductive-aged subjects with regular menstrual cycles (21-35 days), BMI <32 kg/m2, and proven ovulation (screening luteal phase progesterone >3 ng/mL [>10 nmol/L]) are eligible to enroll. Participants cannot be at risk for pregnancy during the study period and not use other hormonal methods. Norgestrel 75 mcg will be taken at the same time daily except for one day in each of treatment periods 2 and 3, when the pill will be taken either 6 hours late (delayed pill) or omitted completely (missed pill). Every 3-4 days, we will monitor subjects for follicular activity with transvaginal ultrasound (TVUS) examination, cervical mucus, and blood sampling for ovarian hormones and gonadotropins. Subjects will undergo serial cervical mucus sampling on the days with missed and delayed pill intake at 8 hours after pill intake on the day before the delayed or missed pill, 3 hours following the scheduled time of pill intake if intake was delayed, 6 hours after the scheduled time if intake was omitted, and on the next day 30 minutes before the time of scheduled pill intake. The primary objective of the study is to determine the effect of a delayed or omitted pill intake on cervical mucus characteristics based on a modified Insler score compared to reported daily use. Our protocol was successfully approved by a central institutional review board (Advarra, Columbia, MD), received ethical approval on March 23, 2018, and was registered with ClinicalTrials.gov (NCT03585712). As of January 2020, the study completed enrollment of 52 subjects. Analyses are pending. Our protocol was approved by a central review board, and study procedures were successfully executed with completed proposed enrollment. ClinicalTrials.gov NCT03585712; https://clinicaltrials.gov/ct2/show/NCT03585712. DERR1-10.2196/29208.",['Edelman A; Hemon A; Creinin M; Borensztein P; Scherrer B; Glasier A'],2021,https://pubmed.ncbi.nlm.nih.gov/33970869,adherence issues may be more common with over-the-counter use. adherence issues may be more common with over-the-counter use.
Dynamic home range of the grey-sided vole Craseomys rufocanus: a pilot study.,"Knowledge about home range size is vital to understand social systems and population dynamics of small mammals, as well as dispersal and a species' landscape use. Home ranges have been mapped for some species of voles (subfamily Microtinae) but remain virtually unknown for many species, including the grey-sided vole Craseomys rufocanus. A small pilot study was carried out in an inland valley of northern Norway, where six adult C. rufocanus were radio-tracked with one male and one female in each of the summers 2021-2023. Despite the small sample size, a large variation in home range size was found; males 2 294 - 36 887 m<sup>2</sup> and females 1 728-7 392 m<sup>2</sup> (100% MCP). Three of the voles tracked over a prolonged period of time showed a dynamic use and shifting of the range. Home range size and use was mostly related to reproduction. The male with the smallest range had probably not yet become reproductively active, whereas the male with the largest range was searching for females at a time when vole density was very low. The third male reduced his range when the reproductive season ended. For females the most important limitations were food, shelter and dependent young, those with young needed to return frequently and spend more time at the nest site. When the reproductive season ended, one female increased her range, perhaps exploring sites to overwinter. Home range use in this population appears to be more dynamic than has previously been reported for C. rufocanus. The large ranges of males most likely resulted from the search of reproductively active females, outside of the reproductive season male ranges approximated female ranges. Female ranges most likely were limited by the need to feed close to their nest with dependent young, being able to roam more freely when reproduction ended.",['Frafjord K'],2024,https://pubmed.ncbi.nlm.nih.gov/39010127,a pilot study was carried out in an inland valley of northern Norway. six adult voles were radio-tracked with one male and one female. the male with the smallest range had probably not yet become reproductively active.
Subcutaneous etonogestrel implant combined with endometrial ablation for the treatment of adenomyosis: two case reports.,"Adenomyosis is a common disease that affects many premenopausal women. Two patients with adenomyosis, aged 51 and 42 years, presented with dysmenorrhea and increased menstrual volume. They refused laparoscopy or laparotomy surgery and were not eligible for the levonorgestrel-releasing intrauterine system (LNG-IUS). The first patient underwent endometrial ablation and subcutaneous etonogestrel (ENG)-releasing implant placement at the same time. Her symptoms of dysmenorrhea and heavy menstruation improved significantly. When serum follicle-stimulating hormone (FSH) and estradiol (E2) levels suggested menopause, the ENG-releasing implant was removed. However, her abdominal pain recurred and was relieved by medication. For the second patient, an ENG-releasing implant was placed first, and her dysmenorrhea and heavy menstrual volume were relieved. However, the bleeding pattern changed from regular bleeding to prolonged bleeding, which troubled the patient. Endometrial ablation was performed 4 months later to solve the problem. Both patients had improved symptoms and were satisfied with the treatment. For patients with adenomyosis who refuse surgery and are not candidates for the use of LNG-IUS, an ENG-releasing implant combined with endometrial ablation may be an effective alternative.",['Nie LK; Zou HL; Cheng L; Zhang PH'],2022,https://pubmed.ncbi.nlm.nih.gov/34713941,"two patients with adenomyosis, aged 51 and 42 years, presented with dysmenorrhea and increased menstrual volume. they refused laparoscopy or laparotomy surgery and were not eligible for the levonorgestrel-releasing intrauterine system (LNG-IUS) the first patient underwent endometrial ablation and subcutaneous etonogestrel (ENG)-releasing implant placement at the same time."
International society of sports nutrition position stand: nutritional concerns of the female athlete.,"Based on a comprehensive review and critical analysis of the literature regarding the nutritional concerns of female athletes, conducted by experts in the field and selected members of the International Society of Sports Nutrition (ISSN), the following conclusions represent the official Position of the Society: 1. Female athletes have unique and unpredictable hormone profiles, which influence their physiology and nutritional needs across their lifespan. To understand how perturbations in these hormones affect the individual, we recommend that female athletes of reproductive age should track their hormonal status (natural, hormone driven) against training and recovery to determine their individual patterns and needs and peri and post-menopausal athletes should track against training and recovery metrics to determine the individuals' unique patterns. 2. The primary nutritional consideration for all athletes, and in particular, female athletes, should be achieving adequate energy intake to meet their energy requirements and to achieve an optimal energy availability (EA); with a focus on the timing of meals in relation to exercise to improve training adaptations, performance, and athlete health. 3. Significant sex differences and sex hormone influences on carbohydrate and lipid metabolism are apparent, therefore we recommend first ensuring athletes meet their carbohydrate needs across all phases of the menstrual cycle. Secondly, tailoring carbohydrate intake to hormonal status with an emphasis on greater carbohydrate intake and availability during the active pill weeks of oral contraceptive users and during the luteal phase of the menstrual cycle where there is a greater effect of sex hormone suppression on gluconogenesis output during exercise. 4. Based upon the limited research available, we recommend that pre-menopausal, eumenorrheic, and oral contraceptives using female athletes should aim to consume a source of high-quality protein as close to beginning and/or after completion of exercise as possible to reduce exercise-induced amino acid oxidative losses and initiate muscle protein remodeling and repair at a dose of 0.32-0.38 g·kg<sup>-1</sup>. For eumenorrheic women, ingestion during the luteal phase should aim for the upper end of the range due to the catabolic actions of progesterone and greater need for amino acids. 5. Close to the beginning and/or after completion of exercise, peri- and post-menopausal athletes should aim for a bolus of high EAA-containing (~10 g) intact protein sources or supplements to overcome anabolic resistance. 6. Daily protein intake should fall within the mid- to upper ranges of current sport nutrition guidelines (1.4-2.2 g·kg<sup>-1</sup>·day<sup>-1</sup>) for women at all stages of menstrual function (pre-, peri-, post-menopausal, and contraceptive users) with protein doses evenly distributed, every 3-4 h, across the day. Eumenorrheic athletes in the luteal phase and peri/post-menopausal athletes, regardless of sport, should aim for the upper end of the range. 7. Female sex hormones affect fluid dynamics and electrolyte handling. A greater predisposition to hyponatremia occurs in times of elevated progesterone, and in menopausal women, who are slower to excrete water. Additionally, females have less absolute and relative fluid available to lose via sweating than males, making the physiological consequences of fluid loss more severe, particularly in the luteal phase. 8. Evidence for sex-specific supplementation is lacking due to the paucity of female-specific research and any differential effects in females. Caffeine, iron, and creatine have the most evidence for use in females. Both iron and creatine are highly efficacious for female athletes. Creatine supplementation of 3 to 5 g per day is recommended for the mechanistic support of creatine supplementation with regard to muscle protein kinetics, growth factors, satellite cells, myogenic transcription factors, glycogen and calcium regulation, oxidative stress, and inflammation. Post-menopausal females benefit from bone health, mental health, and skeletal muscle size and function when consuming higher doses of creatine (0.3 g·kg<sup>-1</sup>·d<sup>-1</sup>). 9. To foster and promote high-quality research investigations involving female athletes, researchers are first encouraged to stop excluding females unless the primary endpoints are directly influenced by sex-specific mechanisms. In all investigative scenarios, researchers across the globe are encouraged to inquire and report upon more detailed information surrounding the athlete's hormonal status, including menstrual status (days since menses, length of period, duration of cycle, etc.) and/or hormonal contraceptive details and/or menopausal status.",['Sims ST; Kerksick CM; Smith-Ryan AE; Janse de Jonge XAK; Hirsch KR; Arent SM; Hewlings SJ; Kleiner SM; Bustillo E; Tartar JL; Starratt VG; Kreider RB; Greenwalt C; Rentería LI; Ormsbee MJ; VanDusseldorp TA; Campbell BI; Kalman DS; Antonio J'],2023,https://pubmed.ncbi.nlm.nih.gov/37221858,female athletes have unique and unpredictable hormone profiles. female athletes should track their hormonal status against training and recovery. female athletes should achieve adequate energy intake to meet energy requirements.
"Anemia among Adolescent Girls in West Java, Indonesia: Related Factors and Consequences on the Quality of Life.","Anemia in adolescent girls is still a problem in Indonesia. The impact of anemia is quite significant for adolescent health. This study aims to analyze related factors of anemia among adolescent girls, and the effect of anemia on the quality of life. The study was conducted in the Soreang District, West Java, Indonesia. This cross-sectional study involved 286 female students (15−19 years). A 24-h recall questionnaire was used to collect the nutrient intake. We use the WHOQOL-BREF to analyze the quality of life. The study assessed height, weight, body mass index (BMI), mid-upper arm circumference (MUAC), and a capillary blood sample to determine hemoglobin levels. Bivariate and multiple logistic regression tests were measured to find the factors most influencing anemia. The prevalence of anemia was 14.3%. Related factors of anemia in this study were: duration of blood show per menses, iron consumption, weight, height, and MUAC. From bivariate analyses, anemia influenced the social relationships domain with p < 0.05. Multivariate logistic regression showed that the most influencing factors for anemia were MUAC and duration of blood per menses. Anemia impacted the social relationships domain. In this study, the two main factors that affected anemia were MUAC and duration of blood each menstrual cycle.",['Sari P; Herawati DMD; Dhamayanti M; Hilmanto D'],2022,https://pubmed.ncbi.nlm.nih.gov/36145153,anemia in adolescent girls still a problem in Indonesia. impact of anemia is quite significant for adolescent health.
